Nr,Title,Paper Link,Link count,In-paper Links,Referenced object,Data source name,Place in Paper,Status,Dataset,Project,Type,Reproduction package,#
,,,,https://www.pinscreen.com/,Pinscreen website,,References,working,,,,,
17,DeepFormableTag: End-to-end Generation and Recognition of Deformable Fiducial Markers,https://arxiv.org/pdf/2206.08026.pdf,7,https://doi.org/10.1145/3450626.3459762,ACM DL paper publication link,,Footer page,working,,,,,
,,,,https://drive.google.com/drive/folders/1picphIb6Hbj6pM3Wu_Vxu53wzKBV0jdV,Dataset link in Google,Google,In github page,working,Y,Y,data,,
,,,,https://d1wqtxts1xzle7.cloudfront.net/51791265/Three_QR_Code.pdf,Cloud link to papert,,References,not working,,,,,
,,,,http://papers.nips.cc/paper/5854-spatial-transformer-networks,Related paper link,,References,working,,,,,
,,,,https://openreview.net/forum?id=Hk99zCeAb,Related paper link,,References,working,,,,,
,,,,https://opencv.org/,Open CV website link,,References,working,,,,,
,,,,https://github.com/facebookresearch/detectron2,Github link,GitHub,References,working,Y,Y,code,,
18,Improved surface reconstruction using high-frequency details,https://arxiv.org/pdf/2206.07850.pdf,2,https://github.com/yiqun-wang/HFS,Github link,,Abstarct,working,,,,,
,,,,arXiv:2010.07492,Related paper link,,References,working,,,,,
19,What makes domain generalization hard?,https://arxiv.org/pdf/2206.07802.pdf,4,https://github.com/facebookresearch/DomainBed,Github link,,Appendix,working,,Y,code,,
,,,,https://github.com/kreimanlab/WhenPigsFlyContext,Github link,,Appendix,working,,Y,code,,
,,,,https://drive.google.com/drive/folders/1lm5Zt96-n6uzGbXyW6n0q2QzFghdGyjf,Dataset link in Google Drive,Google,Appendix,working,Y,,,,
,,,,https://drive.google.com/drive/folders/1NBiiUPtgCUA-FoolOZ9id_Xor7eyzrUL?usp=sharing,Dataset link in Google Drive,Google,Appendix,working,Y,,,,
20,Learning 3D Object Shape and Layout without 3D Supervision,https://arxiv.org/pdf/2206.07028.pdf,3,https://gkioxari.github.io/usl/,Github code,,Footer page,working,,,,,
,,,,https://3dwarehouse.sketchup.com/,3Dware house website,,References,working,,,,,
,,,,https://github.com/facebookresearch/detectron2,Related papaer Github code,GitHub,References,working,Y,,code,,
